filename,class_id
0,INMEYOK0.png,0
1,INMEYOK0r.png,0
2,INMEYOK1.png,0
3,INMEYOK10.png,0
4,INMEYOK100.png,0
5,INMEYOK1000.png,0
6,INMEYOK1000r.png,0
7,INMEYOK1001.png,0
8,INMEYOK1001r.png,0
9,INMEYOK1002.png,0
10,INMEYOK1002r.png,0
11,INMEYOK1003.png,0
12,INMEYOK1003r.png,0
13,INMEYOK1004.png,0
14,INMEYOK1004r.png,0
15,INMEYOK1005.png,0
16,INMEYOK1005r.png,0
17,INMEYOK1006.png,0
18,INMEYOK1006r.png,0
19,INMEYOK1007.png,0
20,INMEYOK1007r.png,0
21,INMEYOK1008.png,0
22,INMEYOK1008r.png,0
23,INMEYOK1009.png,0
24,INMEYOK1009r.png,0
25,INMEYOK100r.png,0
26,INMEYOK101.png,0
27,INMEYOK1010.png,0
28,INMEYOK1010r.png,0
29,INMEYOK1011.png,0
30,INMEYOK1011r.png,0
31,INMEYOK1012.png,0
32,INMEYOK1012r.png,0
33,INMEYOK1013.png,0
34,INMEYOK1013r.png,0
35,INMEYOK1014.png,0
36,INMEYOK1014r.png,0
37,INMEYOK1015.png,0
38,INMEYOK1015r.png,0
39,INMEYOK1016.png,0
40,INMEYOK1016r.png,0
41,INMEYOK1017.png,0
42,INMEYOK1017r.png,0
43,INMEYOK1018.png,0
44,INMEYOK1018r.png,0
45,INMEYOK1019.png,0
46,INMEYOK1019r.png,0
47,INMEYOK101r.png,0
48,INMEYOK102.png,0
49,INMEYOK1020.png,0
50,INMEYOK1020r.png,0
51,INMEYOK1021.png,0
52,INMEYOK1021r.png,0
53,INMEYOK1022.png,0
54,INMEYOK1022r.png,0
55,INMEYOK1023.png,0
56,INMEYOK1023r.png,0
57,INMEYOK1024.png,0
58,INMEYOK1024r.png,0
59,INMEYOK1025.png,0
60,INMEYOK1025r.png,0
61,INMEYOK1026.png,0
62,INMEYOK1026r.png,0
63,INMEYOK1027.png,0
64,INMEYOK1027r.png,0
65,INMEYOK1028.png,0
66,INMEYOK1028r.png,0
67,INMEYOK1029.png,0
68,INMEYOK1029r.png,0
69,INMEYOK102r.png,0
70,INMEYOK103.png,0
